"","ids","clsids","w2clsids","schids","ctyids","w2frame","w2subsample","w2fall","w2sweight","w1w2sweight","w2status","w2mtype","w2mreason","w2clsra","w2coglmh","w2cogtype","w2cogscore","w2cog3pl","w2chn","w2upchn","w2mat","w2upmat","w2eng","w2upeng","w2a01","w2a02","w2a03","w2a04","w2a05","w2a0601","w2a0602","w2a0603","w2a0604","w2a0701","w2a0702","w2a0703","w2a0704","w2a0705","w2a0706","w2a0707","w2a0708","w2a0801","w2a0801a","w2a0802","w2a0802a","w2a0802b","w2a0802c01","w2a0802c02","w2a0802c03","w2a0803","w2a0803a","w2a0804","w2a0804a","w2a09","w2a10","w2a11","w2a12","w2a13","w2a14","w2a15","w2a16","w2a17","w2a18","w2a19","w2a2001","w2a2002","w2a2003","w2a2004","w2a2005","w2a2006","w2a2101a","w2a2101b","w2a2102a","w2a2102b","w2a2103a","w2a2103b","w2a2104a","w2a2104b","w2a22","w2a23","w2a24","w2a25","w2a26","w2a27","w2a28","w2a29","w2a30","w2a31","w2a32","w2b01","w2b02","w2b03","w2b04","w2b0501","w2b0502","w2b0503","w2b0504","w2b0505","w2b0506","w2b0507","w2b0508","w2b0509","w2b0601","w2b0602","w2b0603","w2b0604","w2b0605","w2b0606","w2b0607","w2b0608","w2b0609","w2b0610","w2b07a","w2b07b","w2b07c","w2b07d","w2b07e","w2b07f","w2b08a","w2b08b","w2b08c","w2b08d","w2b08e","w2b08f","w2b09","w2b10","w2b1100","w2b1101","w2b1102","w2b1103","w2b1104","w2b1105","w2b1106","w2b1107","w2b1108","w2b1109","w2b1110","w2b1111","w2b1200","w2b1201","w2b1202","w2b1203","w2b1204","w2b1205","w2b1206","w2b1207","w2b1300","w2b1301","w2b1302","w2b1303","w2b1304","w2b1305","w2b1401","w2b1402","w2b1403","w2b1404","w2b1405","w2b1406","w2b15","w2b16","w2b17","w2b18","w2b19","w2b20","w2b21","w2c01","w2c02","w2c03","w2c04","w2c05","w2c06","w2c0701a","w2c0701b","w2c0701c","w2c0702a","w2c0702b","w2c0702c","w2c0703a","w2c0703b","w2c0703c","w2c0704a","w2c0704b","w2c0704c","w2c0705a","w2c0705b","w2c0705c","w2c0706a","w2c0706b","w2c0706c","w2c08","w2c08a","w2c08b","w2c09","w2c09a","w2c09b","w2c10","w2c11","w2c11a","w2c12","w2c13a","w2c13b","w2c14a","w2c14b","w2c15","w2c16","w2c17","w2c17a","w2c18a","w2c18b","w2c1900","w2c1901","w2c1902","w2c1903","w2c1904","w2c1905","w2c1906","w2c1908","w2c1909","w2c1907","w2c20","w2c21","w2c22a","w2c22b","w2c23","w2c2401","w2c2402","w2c2403","w2c2404","w2c2501","w2c2502","w2c2503","w2c2504","w2c2505","w2c2506","w2c2507","w2c2508","w2c2509","w2c2510","w2c2601","w2c2602","w2c2603","w2c2604","w2c2605","w2c2606","w2c2607","w2d0101","w2d0102","w2d0103","w2d0201","w2d0202","w2d0203","w2d0204","w2d0205","w2d0206","w2d0207","w2d0208","w2d0209","w2d0210","w2d0301","w2d0302","w2d0303","w2d0304","w2d0305","w2d0306","w2d0307","w2d0308","w2d0309","w2d04","w2d05","w2d0601","w2d0602","w2d0603","w2d0604","w2d07","w2d08","w2d09","w2d10b01","w2d10c01","w2d10d01","w2d10e01","w2d10b02","w2d10c02","w2d10d02","w2d10e02","w2d10b03","w2d10c03","w2d10d03","w2d10e03","w2d10b04","w2d10c04","w2d10d04","w2d10e04","w2d10b05","w2d10c05","w2d10d05","w2d10e05","w2d1101","w2d1102","w2d1103","w2d1104","w2d1105","w2d1106","w2d1107","w2d1108","w2d1109","w2d1110","w2d12","w2d13","w2d14","w2d15","w2d16","random_even_placement"
"711",3421,85,85,22,6,1,1,1,3048.56372070312,3048.56372070312,1,NA,NA,0,1,1,14,-1.09279203414917,17,120,24,120,13,120,1,1,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,3,2,10,10,2,2,1,3,3,3,3,3,NA,2,2,2,NA,2,NA,2,NA,2,NA,3,3,6,2,NA,2,3,3,3,5,3,30,4,3,2,3,2,2,3,3,3,3,3,3,2,4,1,2,4,4,3,3,1,1,2,3,1,1,1,2,2,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,20,3,8,5,3,170,65,4,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,3,NA,NA,NA,2,NA,NA,5,60,5,NA,2,NA,2,NA,9,0,1,0,0,0,0,0,0,0,0,0,1,1,16,NA,3,4,4,4,4,2,2,2,2,1,1,1,1,3,5,4,3,1,1,1,4,4,5,5,5,1,1,1,1,1,5,1,1,1,1,1,2,2,4,4,4,4,4,4,2,2,0,0,0,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,1,3,2,1,1,1,1,1,1
"712",3422,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,1,1,33,1.59508204460144,82,120,55,120,66,120,1,1,1,5,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,12,12,1,2,1,3,3,3,3,2,2,2,2,2,2,1,3,2,2,1,2,2,3,6,2,2,2,7,2,3,5,3,30,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,4,2,1,2,2,2,4,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,2,1,7,7,6,5,3,175,48,2,3,2,10,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,225,275,2,1,2,1,1,20,NA,30,3,3,1,1,8,30,0,0,0,0,0,0,0,1,0,0,1,1,NA,12,3,2,3,3,3,2,2,3,2,1,3,3,2,4,1,3,3,2,3,2,3,4,2,3,4,2,2,2,1,1,2,1,1,1,1,2,3,2,2,3,3,2,3,3,2,2,0,0,0,1,2,1,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,2,1,1,1,4,1,1,1
"713",3423,85,85,22,6,1,1,1,3048.56372070312,3048.56372070312,1,NA,NA,0,2,2,14,-1.07464301586151,101,120,102,120,42,120,1,1,NA,5,2,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,10,7,2,2,1,1,NA,3,3,1,1,1,1,2,3,2,3,2,3,1,3,2,2,6,2,1,1,7,2,9,5,3,30,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,4,4,4,1,1,5,5,3,1,1,1,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,5,7,4,5,2,150,40,2,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,275,300,2,1,1,1,2,45,15,NA,4,NA,1,1,9,NA,1,0,0,0,0,0,0,0,0,0,2,2,99,NA,3,3,3,3,3,3,3,3,3,3,3,3,4,NA,3,3,3,3,3,3,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,2,2,2,2,2,0,0,0,1,2,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,3,3,1,1,1,1,1,1
"714",3424,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,3,3,10,-0.656013011932373,72,120,18,120,23,120,1,1,1,5,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,4,0,10,12,2,1,1,2,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,11,3,3,20,2,3,2,4,4,3,3,3,2,4,3,2,2,1,3,2,4,4,3,3,1,1,4,3,1,1,5,4,4,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,7,20,4,8,4,3,160,50,3,2,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,1,2,1,2,30,NA,3,4,2,1,1,9,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA,14,3,2,3,3,2,3,2,4,1,2,3,1,2,2,4,3,3,1,1,1,4,3,4,3,5,2,3,1,1,3,3,1,2,1,1,3,1,4,1,3,2,3,3,2,2,2,1,0,0,0,2,1,6,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,NA,NA,NA,NA,2,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1
"715",3425,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,2,2,20,0.299501985311508,70,120,29,120,13,120,1,1,1,5,2,NA,1,NA,NA,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,2,0,10,13,2,2,1,1,1,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,6,1,1,2,6,2,4,5,3,30,2,3,1,2,2,2,2,2,2,3,2,2,2,1,3,1,3,4,4,4,1,1,4,2,1,1,4,1,4,2,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,1,25,8,4,5,3,164,46,4,2,3,35,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,1.5,3,NA,NA,2,1,5,2,5,25,NA,34,3,4,1,1,7,20,0,0,1,0,1,0,0,1,1,0,1,1,NA,11,2,4,4,3,4,4,4,5,4,2,3,3,5,4,4,2,3,1,2,3,4,2,4,3,4,2,1,1,2,3,4,1,2,1,1,3,2,3,3,2,3,3,2,1,1,2,1,0,0,0,2,1,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"716",3426,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,2,2,17,-0.207453995943069,71,120,37,120,15,120,1,1,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,3,2,10,13,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,2,2,3,2,3,3,3,4,30,2,3,1,3,3,3,3,3,1,3,3,1,3,1,3,1,3,3,2,3,1,1,3,1,1,1,3,6,3,1,1,1,4,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,7,25,2,3,2,4,157,62,4,3,3,45,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,2,2,3,NA,NA,NA,2,NA,NA,5,25,NA,30,2,1,1,1,7,30,0,0,0,0,0,1,1,0,0,0,2,1,NA,12,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,1,5,2,1,3,1,1,1,2,2,1,1,2,3,3,3,2,2,0,0,0,1,2,1,5,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"717",3427,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,2,2,19,-0.404015004634857,99,120,85,120,69,120,1,1,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,2,0,9,10,2,2,1,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,6,3,1,1,9,2,6,5,3,31,2,2,1,4,3,2,4,3,3,3,4,1,2,2,3,2,3,2,3,3,2,2,4,3,1,1,3,3,3,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,2,5,40,9,2,5,2,162,58,4,5,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,3,NA,NA,NA,1,1,1,5,60,NA,36,3,3,1,1,7,20,0,0,0,0,1,0,0,0,0,0,1,1,NA,13,3,4,3,1,4,3,4,3,3,5,3,3,2,1,3,2,2,1,2,3,4,4,2,4,3,3,2,1,2,4,5,1,2,1,1,2,1,1,3,3,3,3,2,2,2,2,0,0,0,1,1,1,10,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1
"718",3428,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,1,1,21,-0.461257994174957,97,120,65,120,46,120,1,1,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,2010,2,0,1,0,0,NA,0,NA,2,2,1,0,11,13,2,2,2,1,1,2,2,2,1,NA,2,1,1,1,1,1,1,2,2,3,3,1,1,1,3,7,3,13,4,4,33,1,4,1,4,4,3,4,4,3,2,2,2,1,1,2,2,3,3,3,2,1,2,2,1,1,1,5,1,2,1,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,6,310,10,11,3,3,145,40,4,3,2,3,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,1,1.5,2,NA,NA,2,2,NA,2,2,10,NA,20,4,2,1,1,8,0,0,0,0,0,1,0,0,0,0,0,1,2,NA,14,2,4,2,2,3,2,4,4,4,4,3,2,2,1,2,3,3,1,1,1,4,1,4,4,4,3,2,2,1,1,3,1,2,2,1,2,2,4,4,4,3,3,2,3,2,2,0,0,0,1,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,5,2,2,1,1,1
"719",3429,85,85,22,6,1,1,1,3048.56372070312,3048.56372070312,1,NA,NA,0,1,1,29,0.675740003585815,95,120,108,120,57,120,1,1,1,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,3,0,10,10,2,2,1,1,4,3,3,2,2,3,3,2,3,3,3,1,1,1,1,3,3,6,1,1,1,7,4,2,5,4,31,4,4,2,3,3,3,3,3,3,4,3,NA,1,4,2,1,4,4,4,3,1,1,5,1,1,1,3,1,4,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,20,7,1,4,4,180,55,3,5,1,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,1.5,3,NA,NA,NA,2,NA,NA,4,60,10,NA,3,3,2,NA,9,30,1,0,0,0,0,0,0,0,0,0,2,1,99,NA,3,4,4,4,4,2,3,2,2,2,1,3,1,1,4,3,3,1,1,4,4,4,4,3,5,2,3,2,1,1,1,1,1,1,1,2,1,1,3,3,3,4,4,4,2,2,0,0,0,1,2,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,4,1,1,1
"720",3430,85,85,22,6,1,1,1,3048.56372070312,3048.56372070312,1,NA,NA,0,2,2,19,-0.0713569968938828,95,120,101,120,56,120,1,1,1,5,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,3,2,10,10,2,2,1,3,4,3,3,3,2,2,2,2,NA,2,NA,2,NA,2,NA,3,3,6,2,2,1,8,1,3,5,3,30,4,3,1,3,2,3,3,3,3,3,3,3,3,3,2,4,4,2,4,4,1,1,2,3,1,1,1,2,2,1,1,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,20,8,3,5,3,179,52,2,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,3,NA,NA,NA,1,3,1,7,60,15,NA,2,2,2,NA,8,0,1,0,0,0,0,0,0,0,0,0,1,1,11,NA,3,4,4,4,4,2,2,2,2,1,1,1,1,3,5,4,3,1,1,1,4,4,5,5,5,1,1,1,1,1,5,1,1,1,1,1,2,2,4,4,4,4,4,4,1,1,1,0,0,0,2,1,6,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,3,2,1,3,2,1,1,1,1,1,1
"721",3431,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,1,1,5,-2.76801705360413,58,120,9,120,7,120,1,1,1,5,NA,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,NA,NA,0,1,0,1,1,1,1,3,2,2,0,10,10,2,2,1,1,2,3,2,2,1,2,2,2,2,1,1,2,2,1,1,3,3,6,1,1,3,2,3,10,1,3,22,1,2,1,1,2,2,2,2,1,1,NA,1,2,1,2,2,4,3,2,2,3,1,3,1,NA,3,3,4,2,2,1,3,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,6,NA,5,10,3,2,165,50,NA,1,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,3,1,1,2,1,5,NA,10,3,3,1,2,2,9,0,0,1,0,0,0,0,0,0,0,2,2,NA,6,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,0,0,0,1,3,2,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1
"722",3432,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,1,1,15,-1.57313001155853,80,120,31,120,22,120,1,2,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,4,14,2,2,1,1,2,2,2,1,3,3,3,2,2,2,1,2,1,2,1,2,2,6,2,1,2,5,4,14,2,2,21,1,4,2,1,1,1,1,2,2,1,2,1,1,1,1,1,3,4,4,2,2,1,4,1,1,1,3,1,3,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,5,7,6,3,3,150,42,2,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,3,NA,NA,NA,2,NA,NA,5,20,NA,30,3,NA,2,NA,8,NA,1,0,0,0,0,0,0,0,0,0,2,2,NA,13,3,1,1,1,1,5,1,4,3,1,3,1,1,1,1,4,1,1,1,2,4,1,5,5,5,4,1,1,1,1,3,1,2,1,1,1,1,1,4,3,3,4,2,4,1,2,0,0,0,1,5,2,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1
"723",3433,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,2,2,24,0.4913290143013,85,120,103,120,42,120,1,1,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,3,2,10,10,2,2,1,1,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,6,1,1,3,7,4,1,3,3,31,2,2,1,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,1,1,4,3,1,1,3,3,3,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2,6,30,9,2,6,4,160,42,3,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,2,2,3,NA,NA,NA,2,NA,2,1,60,NA,12,3,3,2,NA,9,30,1,0,0,0,0,0,0,0,0,0,1,1,NA,12,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,2,0,0,0,1,5,1,10,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1
"724",3434,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,2,2,19,-0.0304109994322062,104,120,105,120,73,120,1,1,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,0,10,10,2,2,1,1,1,3,1,3,3,1,2,3,3,3,3,3,3,1,3,2,2,6,1,1,2,9,1,9,6,3,30,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,7,5,9,9,6,4,160,35,1,2,3,0,2,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,2,1,3,2,5,30,NA,32,2,4,2,NA,11,30,0,0,0,1,0,0,0,0,0,0,1,2,NA,12,3,4,4,4,2,5,5,5,5,5,3,3,3,3,1,4,4,1,1,1,4,1,3,3,5,5,5,5,1,3,4,1,1,1,1,2,2,1,4,3,2,3,2,4,2,2,0,0,0,1,3,1,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1
"725",3435,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,1,1,28,0.832316994667053,92,120,101,120,59,120,1,1,1,5,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,0,10,10,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,6,3,4,2,7,3,14,8,3,22,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,1,6,3,1,1,4,2,4,2,1,1,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,10,8,5,5,3,162,46,3,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,3,NA,NA,NA,1,2,2,5,60,NA,26,2,1,2,NA,8,30,1,0,0,0,0,0,0,0,0,0,1,1,NA,13,4,4,4,3,3,2,2,2,2,2,2,3,2,2,2,3,3,4,3,3,3,3,3,4,4,3,2,1,1,2,3,1,1,1,1,3,2,2,3,2,3,3,3,3,2,2,0,0,0,1,2,1,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"726",3436,85,85,22,6,1,1,1,3065.75561523438,3065.75561523438,1,NA,NA,0,3,3,23,0.664411008358002,100,120,103,120,47,120,1,1,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,0,10,10,2,2,1,1,1,3,2,2,2,2,1,2,3,1,3,2,3,1,3,2,3,6,3,2,1,7,2,3,4,3,30,3,4,2,4,4,2,4,4,2,3,3,2,3,2,3,2,3,3,3,3,2,2,3,3,1,1,6,5,2,2,1,1,6,4,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,7,10,7,4,4,3,158,46,4,3,2,10,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,1,1,2,1,20,NA,30,3,4,1,2,7,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,12,3,2,2,3,4,3,2,2,2,1,2,3,1,3,2,2,3,1,1,2,3,3,3,3,4,3,3,2,1,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,0,0,0,1,2,1,5,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1
"727",3437,85,85,22,6,1,1,1,3048.56372070312,3048.56372070312,1,NA,NA,0,2,2,15,-0.999755024909973,72,120,24,120,13,120,1,1,1,5,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,3,1,2,2,8,14,2,2,1,3,1,2,2,2,2,3,3,2,1,2,1,2,1,3,1,3,2,4,2,1,3,7,2,2,4,3,22,2,3,1,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,1,3,3,2,1,1,3,4,3,3,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,20,7,2,4,4,168,45,3,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,1.20000004768372,1.20000004768372,3,NA,NA,NA,2,NA,NA,2,45,3,NA,4,3,2,NA,9,0,1,0,0,0,0,0,0,0,0,0,1,2,99,NA,3,4,4,4,4,3,1,2,2,2,2,4,2,2,1,4,4,1,1,1,4,4,4,3,3,4,2,2,1,5,1,1,1,1,1,3,4,1,1,3,4,4,3,3,2,2,0,0,0,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
