"","ids","clsids","schids","ctyids","frame","subsample","sweight","fall","grade9","stcog","cog3pl","tr_chn","tr_mat","tr_eng","stdchn","stdmat","stdeng","a01","a02a","a02b","a03","a04","a05","a06","a07","a08","a09","a09a","a10","a11","a1201","a1202","a1203","a1204","a1205","a1206","a1207","a13","a14","a15","a15a","a15b","a16","a17","a1801","a1802","a1803","a1804","a1805","b01","b0201","b0202","b0203","b0204","b03","b0401","b0402","b0403","b0404","b0405","b0406","b0501","b0502","b0503","b0504","b06","b07","b08a","b08b","b09","b1001","b1002","b1003","b11","b12","b13","b14a1","b14a2","b14b1","b14b2","b15a1","b15a2","b15b1","b15b2","b15c1","b15c2","b15d1","b15d2","b15e1","b15e2","b15f1","b15f2","b15g1","b15g2","b16a1","b16a2","b16b1","b16b2","b16c1","b16c2","b16d1","b16d2","b16e1","b16e2","b16f1","b16f2","b16g1","b16g2","b1701","b1702","b18a","b18b","b1900","b1901","b1902","b1903","b1904","b1905","b1906","b1907","b1908","b1909","b1910","b1911","b2000","b2001","b2002","b2003","b2004","b2005","b2006","b2007","b2101","b2102","b2103","b2104","b2105","b2106","b2201","b2202","b2301","b2302","b2303","b2304","b2305","b2306","b2307","b2308","b24a1","b24b1","b24a2","b24b2","b24a3","b24b3","b24a4","b24b4","b24a5","b24b5","b2501","b2502","b2601","b2602","b2603","b27","b2801","b2802","b2803","b2804","b2805","b2806","b29","b30","b31","b32","b33","b34","b35","c01","c01a","c02","c03","c04","c05","c06","c07","c07a","c08","c09","c1001","c1002","c1003","c1101","c1102","c1103","c12","c1301","c1302","c1303","c1304","c1305","c1306","c1307","c1308","c1309","c14","c15","c16","c1701","c1702","c1703","c1704","c1705","c1706","c1707","c1708","c1709","c1710","c1711","c1712","c18","c19","c20b1","c20c1","c20d1","c20e1","c20b2","c20c2","c20d2","c20e2","c20b3","c20c3","c20d3","c20e3","c20b4","c20c4","c20d4","c20e4","c20b5","c20c5","c20d5","c20e5","c2101","c2102","c2103","c2104","c2105","c2106","c2107","c2108","c2109","c2110","c22","c23","c24","c25","c26a1","c26b1","c26a2","c26b2","c26a3","c26b3","c26a4","c26b4","c27","c28a1","c28b1","c28a2","c28b2","c28a3","c28b3","c28a4","c28b4","c29","c3000","c3001","c3002","c3003","c31","c32","c33","stsex","stsexflag","sthkplace","sthktype","stmigrant","stlb_4c","stlb_2c","st0","stbrd","steco_5c","steco_3c","stonly","stsib","stsibrank","stmedu","stfedu","stprhedu","stfdrunk","stprfight","stprrel","random_even_placement"
"646",3259,81,21,6,1,1,3251.62915039062,1,0,8,-0.694420993328094,77,51,51,78.5915298461914,68.7873840332031,65.5149307250977,1,2001,9,1,1,1,1,0,1,3,9,3,3,1,2,3,4,3,3,3,145,70,3,"","",2,3,3,2,4,5,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,3,3,6,6,3,1,1,2,1,1,2,1,0,1,0,0,0,0,0,1,0,0,30,4,0,0,30,1,0,0,0,0,0,0,30,0,0,5,0,2,0,1,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,3,3,1,1,2,1,6,1,6,2,2,2,5,3,7,4,11,6,3,1,5,7,0,0,0,0,1,1,13,2,3,4,3,3,4,3,3,3,3,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,3,3,2,2,2,3,3,2,25,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,7,10,5,4,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,7,0,3,2,1,NA,NA,3,3,3,1,1,2,1
"647",3260,81,21,6,1,1,3269.966796875,1,0,9,-0.55942702293396,56,22,29,63.7889060974121,59.8493690490723,57.0255699157715,2,2000,11,1,1,1,1,0,1,3,8.10000038146973,2,3,4,4,4,3,3,4,3,156,72,3,"","",2,5,3,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,3,3,9,6,3,1,1,2,1,3,2,1,30,2,0,0,0,0,0,2,0,0,30,0,30,0,0,1,0,0,0,0,0,2,0,0,30,0,30,0,0,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,3,3,3,3,3,3,3,3,2,NA,3,NA,2,NA,NA,3,NA,3,3,3,1,2,4,1,6,6,6,6,2,2,5,2,7,2,7,3,4,2,NA,7,0,0,0,1,1,2,9,1,2,2,3,1,1,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,1,2,3,3,3,3,3,3,3,1,1,2,6,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,9,7,3,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,1,1,2,1,3,3,3,3,1,1,2,1
"648",3261,82,21,6,1,1,3269.96704101562,1,0,12,0.29457500576973,86,116,105,84.9355163574219,88.8208541870117,86.3524627685547,2,2001,8,1,1,1,3,0,1,2,0,2,3,4,4,4,4,4,4,4,162,130,3,"","",2,5,2,1,2,1,2,2,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,6,6,8,8,3,1,1,2,1,5,2,3,45,6,30,0,0,0,0,2,0,3,0,0,0,1,0,4,0,0,0,0,0,2,0,3,0,4,0,1,0,4,0,1,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,1,6,6,6,5,3,3,5,1,7,3,4,3,4,1,5,7,0,0,0,0,1,1,3,2,4,3,4,4,3,4,5,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,NA,1,4,4,4,4,4,1,1,2,60,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,9,4,3,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,3,0,3,2,2,1,3,6,6,6,1,1,2,1
"649",3262,82,21,6,1,1,3269.96704101562,1,0,10,-0.466558009386063,88,99,85,86.3452911376953,83.5813293457031,78.6348571777344,2,2000,12,1,1,1,3,0,1,2,7.80000019073486,2,3,4,4,4,3,3,4,4,155,70,3,"","",2,5,2,1,1,1,1,2,1,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,2,3,8,8,3,1,1,1,1,3,1,0,30,0,30,0,30,0,0,0,0,1,0,1,0,1,0,2,0,0,30,0,0,1,0,1,0,1,0,1,0,2,0,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4,3,2,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,4,1,6,5,6,5,2,2,5,4,7,3,10,3,4,1,4,8,0,0,0,0,1,3,NA,2,3,4,3,2,4,3,5,4,4,4,3,3,3,4,4,4,2,2,1,1,1,1,4,4,4,3,4,4,4,1,1,2,10,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,3,2,1,1,1,1,1,1,1,7,6,3,4,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,3,0,3,2,2,1,3,2,3,3,1,1,1,1
"650",3263,82,21,6,1,1,3251.62939453125,1,0,15,0.792816996574402,83,115,103,82.8208541870117,88.5126495361328,85.5807037353516,1,2000,7,1,1,1,2,0,1,2,0,3,3,4,4,4,3,3,4,3,169,95,2,"","",1,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,3,3,9,9,3,1,1,2,1,4,2,1,0,1,30,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45,0,30,2,0,2,0,2,0,2,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4,3,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,1,3,2,1,2,4,1,6,5,6,6,2,2,5,1,7,4,3,3,4,1,6,8,0,0,0,0,1,3,2,2,3,3,3,3,3,3,5,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,3,3,3,3,4,2,4,1,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,9,3,3,4,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,3,0,3,2,1,NA,NA,3,3,3,1,1,2,1
"651",3264,82,21,6,1,1,3269.96704101562,1,0,17,1.34402000904083,82,93,89,82.115966796875,81.7320861816406,80.1783828735352,2,2000,8,1,2,1,3,2,1,2,0,3,3,4,3,4,3,3,3,4,159,63,1,"200","300",2,4,3,3,3,2,2,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,NA,NA,NA,NA,3,3,7,7,3,2,1,2,1,4,2,2,0,2,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,2,30,0,0,2,0,1,30,2,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,1,6,6,6,5,2,3,5,1,8,3,5,4,4,1,5,8,0,0,0,1,1,3,2,2,3,4,3,2,3,3,5,4,4,4,3,4,3,2,3,3,2,1,1,1,1,1,2,2,3,2,4,3,4,1,1,2,6,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,3,3,3,1,1,1,1,1,1,1,8,5,4,4,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,3,0,3,2,1,NA,NA,3,3,3,2,1,2,1
"652",3265,82,21,6,1,1,3269.96704101562,1,0,13,0.573019027709961,92,111,100,89.1648330688477,87.2798233032227,84.4230651855469,2,2001,1,1,1,1,1,0,1,2,7.19999980926514,2,3,3,4,4,4,3,3,3,165,94,3,"","",2,4,3,2,1,2,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,3,6,8,8,3,1,1,1,1,5,2,3,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,2,1,6,6,5,5,3,3,5,1,9,3,4,3,3,1,NA,7,0,0,0,0,1,1,2,1,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,3,1,4,3,4,3,4,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,3,3,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,1,NA,NA,3,6,6,1,1,1,1
"653",3266,82,21,6,1,1,3269.96704101562,1,0,13,0.367576003074646,80,95,98,80.7061920166016,82.348503112793,83.6513061523438,2,2001,2,1,1,1,1,0,1,2,7,2,3,3,4,4,4,3,NA,NA,170,90,1,"250","275",2,3,3,2,3,1,2,2,1,0,0,0,1,1,1,1,0,0,0,NA,NA,NA,NA,4,3,7,4,NA,1,1,2,1,4,2,2,30,1,30,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,2,2,3,3,3,2,3,2,3,2,3,2,3,2,3,3,1,1,1,1,6,6,6,6,2,1,5,2,6,3,4,5,4,1,6,7,0,0,0,0,1,1,5,2,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,2,2,2,1,1,1,3,1,3,3,4,3,3,1,1,2,10,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,6,4,5,4,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,2,1,3,4,3,4,1,1,2,1
"654",3267,82,21,6,1,1,3269.96704101562,1,0,12,0.490965008735657,89,114,95,87.0501708984375,88.2044448852539,82.4936599731445,2,2001,9,1,1,1,3,0,1,2,0.600000023841858,2,3,4,3,4,4,3,3,4,167,110,2,"","",2,3,3,2,4,4,2,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,NA,NA,NA,NA,3,3,8,4,NA,1,1,2,1,5,0,2,30,1,40,0,0,0,0,1,30,2,0,1,0,0,0,2,30,0,0,0,0,1,0,1,30,1,0,0,0,1,0,2,3,8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,3,2,2,2,2,1,1,2,3,2,3,2,3,2,3,2,2,2,1,1,3,3,1,4,2,1,6,6,6,6,3,3,5,2,9,3,11,4,3,1,5,7,0,0,0,0,1,1,5,2,3,4,4,2,2,2,4,4,4,3,3,4,4,4,4,4,2,2,2,1,1,1,4,1,4,3,3,4,4,1,1,2,6,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,9,3,4,3,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,3,0,3,2,1,NA,NA,3,3,3,1,1,2,1
"655",3268,82,21,6,1,1,3269.96704101562,1,0,8,-0.227180004119873,76,98,102,77.8866424560547,83.2731246948242,85.19482421875,2,2000,5,1,1,1,2,0,1,2,6.5,3,3,4,3,3,2,3,3,2,174,99,3,"","",2,5,4,3,3,2,3,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,6,4,7,7,3,2,1,2,1,4,2,1,50,1,50,0,0,0,0,0,0,1,50,5,40,3,20,2,20,0,0,0,0,1,50,0,30,5,40,0,0,3,0,2,2,8,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,2,3,2,3,3,3,3,2,3,1,3,1,2,3,3,2,2,2,1,6,6,6,6,3,3,5,1,8,3,2,3,3,1,4,8,0,0,0,3,1,1,10,2,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,3,1,3,3,3,3,3,1,1,2,10,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,8,2,3,3,2,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4,1,4,0,3,2,1,NA,NA,6,4,6,2,1,2,1
"656",3269,82,21,6,1,1,3269.96704101562,1,0,10,-0.17042900621891,85,98,99,84.2306289672852,83.2731246948242,84.0371856689453,2,2001,1,3,1,1,3,0,1,1,5.40000009536743,2,3,3,4,4,3,3,3,4,150,82,2,"","",2,4,1,1,1,1,1,2,1,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,0,6,3,9,5,4,1,1,2,1,5,1,2,0,4,0,0,0,0,0,0,0,1,30,2,0,0,30,0,0,0,0,0,0,1,0,2,0,3,30,1,0,1,0,1,2,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,4,4,2,3,3,3,2,3,3,2,3,2,3,3,3,2,2,3,2,3,3,3,1,2,1,1,6,6,5,NA,2,2,5,2,7,2,5,3,4,1,4,7,0,0,0,0,1,1,6,2,2,3,3,2,3,3,4,3,4,4,3,3,4,3,3,3,2,2,1,1,1,1,3,1,4,4,4,4,4,1,1,2,5,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,7,5,3,4,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,3,0,3,2,2,1,3,6,3,6,1,1,2,1
"657",3270,82,21,6,1,1,3251.62939453125,1,0,15,1.11127996444702,83,68,100,82.8208541870117,74.0269088745117,84.4230651855469,1,2000,1,1,1,1,3,0,1,2,8,2,6,4,4,4,4,4,4,3,172,130,3,"","",2,5,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,8,2,1,7,3,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,5,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,3,3,1,1,1,1,3,3,3,4,3,3,5,1,9,2,1,3,4,1,4,7,0,0,0,0,2,NA,4,1,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,3,1,4,4,4,4,4,1,1,2,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,9,1,3,4,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,3,0,4,3,1,NA,NA,8,2,8,1,1,2,1
"658",3272,82,21,6,1,1,3269.96704101562,1,0,9,-0.884413003921509,89,75,82,87.0501708984375,76.1843566894531,77.4772186279297,2,2000,2,1,1,1,1,0,1,2,0,3,6,4,4,3,4,4,4,3,167,98,3,"","",2,5,3,1,2,1,3,2,0,0,0,1,2,1,1,1,0,0,0,NA,NA,NA,NA,2,3,NA,4,3,1,1,2,1,3,0,2,30,4,0,0,0,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0,30,0,50,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,2,2,1,2,1,2,2,3,2,1,1,2,1,3,2,3,2,3,3,2,4,1,1,5,6,1,1,1,1,5,4,7,2,2,6,3,1,5,8,0,0,0,0,1,3,10,NA,2,2,3,2,3,3,5,3,4,3,4,3,3,3,3,3,2,2,2,1,1,1,3,1,4,4,3,4,3,1,1,2,15,2,NA,1,1,2,NA,1,1,2,NA,1,1,2,NA,1,1,2,NA,1,1,2,3,3,1,1,1,1,1,1,1,9,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,2,1,1,2,3,3,1,1,2,1
"659",3273,82,21,6,1,1,3269.96704101562,1,0,11,0.290634989738464,74,74,75,76.4768676757812,75.8761520385742,74.7760620117188,2,2001,8,1,1,1,NA,0,1,3,8.80000019073486,2,3,4,4,4,4,3,4,3,147,70,2,"","",2,5,1,1,2,1,3,2,NA,1,NA,NA,1,1,1,1,1,0,0,NA,NA,NA,NA,2,3,8,8,3,1,1,2,2,4,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,4,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,1,3,2,3,3,2,2,3,3,3,2,1,1,3,3,3,2,1,1,3,3,1,1,4,1,6,6,6,1,2,6,4,2,7,2,4,2,4,1,5,7,0,0,0,0,1,3,9,1,2,4,2,2,4,1,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,4,1,4,4,4,4,4,1,1,2,3,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,3,3,3,1,1,1,1,1,1,1,9,4,2,4,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,2,1,1,2,3,3,1,1,2,1
"660",3274,82,21,6,1,1,3269.96704101562,1,0,13,0.686707019805908,80,98,99,80.7061920166016,83.2731246948242,84.0371856689453,2,2001,7,1,1,1,1,0,1,2,0,2,3,3,4,4,3,3,2,2,150,65,2,"","",2,4,2,1,2,1,1,2,0,0,1,0,1,1,1,1,0,0,0,NA,NA,NA,NA,3,3,8,8,3,1,1,2,1,3,1,4,0,6,0,0,0,0,0,2,0,2,0,0,30,0,0,1,30,0,0,0,0,2,0,2,0,0,30,0,0,2,0,3,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,4,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,6,6,6,6,3,3,5,2,7,2,5,3,4,1,4,7,0,0,0,0,1,1,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,4,1,4,4,4,4,4,1,1,2,6,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,7,5,3,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,2,1,3,3,3,3,1,1,2,1
"661",3275,82,21,6,1,1,3269.96704101562,1,0,15,0.569015026092529,75,112,103,77.181755065918,87.5880279541016,85.5807037353516,2,2001,2,1,1,1,2,0,1,2,0,2,3,4,4,4,3,4,3,3,162,100,3,"","",2,5,2,2,2,1,2,1,NA,NA,NA,NA,NA,1,1,0,0,1,0,NA,NA,NA,NA,8,8,3,3,3,1,1,2,1,3,1,3,0,2,0,0,0,0,0,2,30,1,0,0,0,0,0,1,0,0,0,0,0,2,30,1,0,1,0,0,0,2,0,2,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,4,NA,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,1,2,1,1,6,5,5,6,2,2,5,2,8,3,6,3,4,1,6,7,0,0,0,0,1,1,10,NA,2,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,4,1,4,4,4,1,4,1,1,2,10,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,8,6,3,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,3,0,3,2,1,NA,NA,8,8,8,1,1,2,1
"662",3276,82,21,6,1,1,3269.96704101562,1,0,11,0.104221999645233,77,97,89,78.5915298461914,82.9649200439453,80.1783828735352,2,2000,8,1,1,1,1,0,1,NA,0,2,3,3,4,4,4,4,4,3,163,110,3,"","",2,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,3,3,8,8,3,1,1,2,1,5,2,1,0,1,0,0,0,0,0,0,30,2,0,0,0,0,0,0,20,0,0,0,0,2,0,4,0,2,0,2,0,1,0,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,3,2,2,2,3,3,3,3,2,2,1,1,2,1,1,1,1,1,3,2,2,2,1,1,5,1,5,1,2,2,5,1,7,4,4,4,3,1,4,8,0,0,0,0,1,3,12,NA,1,2,4,3,2,2,2,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,3,1,4,4,4,4,4,1,1,2,3,2,1,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,7,5,4,4,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,7,0,3,2,1,NA,NA,3,3,3,1,1,2,1
"663",3277,82,21,6,1,1,3269.96704101562,1,0,12,-0.149211004376411,59,101,90,65.903564453125,84.1977462768555,80.5642623901367,2,2000,1,1,1,1,3,0,1,2,0.5,2,3,4,4,4,3,4,3,2,156,86,1,"175","200",2,3,2,1,2,3,1,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,4,1,1,9,3,1,2,1,1,3,0,1,25,1,25,0,0,0,0,1,35,2,0,0,0,0,0,3,35,0,0,0,0,1,35,2,0,0,0,0,0,3,35,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,4,3,2,3,2,2,2,3,2,2,1,3,1,2,1,2,1,2,1,3,1,2,2,2,NA,5,6,2,4,1,1,5,2,3,3,2,3,3,1,NA,8,0,0,0,0,1,3,20,1,2,3,4,2,2,3,3,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,4,1,3,3,3,3,3,3,3,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,7,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,1,4,0,3,2,1,NA,NA,4,1,4,1,2,1,1
"664",3278,82,21,6,1,1,3251.62939453125,1,0,17,1.62405705451965,63,80,92,68.7231140136719,77.7253952026367,81.3360214233398,1,2001,5,1,1,1,3,9,1,1,0,2,3,4,4,4,4,4,4,4,167,100,3,"","",2,3,3,2,2,1,2,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,NA,NA,NA,NA,6,4,4,1,3,2,1,2,1,4,2,2,0,4,0,0,0,0,0,1,0,1,0,1,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,NA,4,4,2,5,1,7,2,1,3,4,1,5,7,0,0,0,0,1,3,4,1,3,2,4,2,1,3,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,4,3,4,3,4,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,1,1,1,1,1,8,3,3,3,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,3,0,3,2,1,NA,NA,6,4,6,2,1,2,1
